Review,Make,Model,Software
Good OneREAD MORE,Apple,SE,iOS
Not workingREAD MORE,Apple,SE,iOS
Genuine product to buy!READ MORE,Apple,SE,iOS
its very good phone. Only issue with battery rest of all fineREAD MORE,Apple,SE,iOS
"Excellent purchase. I wished for a iPhone since long time and finally I purchased one. Camera, speakers, performance.... everything is excellent. It's screen mirroring is in different level and it has more capability compare to android. You can even mirror jiotv and airtel extreme with it which is impossible in android It's the bestREAD MORE",Apple,SE,iOS
Compact and handy Jbattery backup is lesser value for moneyREAD MORE,Apple,SE,iOS
"It's a nice product...Apple always satisfies their customers.But the box doesn't contain headset & charger,I didn't expect this from such a big company...it's very difficult to purchase it's accessories separately...READ MORE",Apple,SE,iOS
Retina display is looks good easy to handle with one hand.Feel premium but outdated due to very small screen size.Poor battery but there is apple magic alive most of the day if no games.best Software n security support.lack of apps in App store n less optimise third party apps than android.READ MORE,Apple,SE,iOS
"Wow....,fast delivery best phone to buyREAD MORE",Apple,SE,iOS
Fantab.....👍👍👍READ MORE,Apple,SE,iOS
BestREAD MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
Excellent product Do buy it only from flipkart Camera 5/5Display 5/5Battery 5/5 Performance 5/5Touch ID 5/5READ MORE,Apple,SE,iOS
Good one .READ MORE,Apple,SE,iOS
Everything is good except battery as its problem of every iphoneREAD MORE,Apple,SE,iOS
SuperREAD MORE,Apple,SE,iOS
Very Good ProductREAD MORE,Apple,SE,iOS
It's fineREAD MORE,Apple,SE,iOS
Wonderful little monster.READ MORE,Apple,SE,iOS
Fabulous! Wonderful!!!READ MORE,Apple,SE,iOS
I’m loving this phone❤️READ MORE,Apple,SE,iOS
Beyond My ExpectationsREAD MORE,Apple,SE,iOS
Flipkart give worst product it is also not water resistant My phone drop in water only for 30 sec and it get liquid damageREAD MORE,Apple,SE,iOS
This phone definitely required higher capacity of Battery. Since this has higher processor battery gets drained within 3-4 hours of normal usageREAD MORE,Apple,SE,iOS
GudREAD MORE,Apple,SE,iOS
ExcellentREAD MORE,Apple,SE,iOS
Battery was disappointed. With in one and half month battery health reduced to 97%•READ MORE,Apple,SE,iOS
SuperREAD MORE,Apple,SE,iOS
Nice product 👍READ MORE,Apple,SE,iOS
Good PhoneREAD MORE,Apple,SE,iOS
Try to keep correct information ..READ MORE,Apple,SE,iOS
fast deliverythumbs upREAD MORE,Apple,SE,iOS
Excellent performanceREAD MORE,Apple,SE,iOS
phone double osm. but i expect charger and earphoneREAD MORE,Apple,SE,iOS
Worth buying it for 26k at sale which i got luckily 🥰🥰...dont buy at regular prise.Best phone who loves compact size and like the old design of iphones with touch id ...performance is as always superb as it having latest  chipset same used in all 11 series . Camera is great as its iphone😅😅READ MORE,Apple,SE,iOS
my dad using last 5  years i phone 5s it is the best upgrade. handy and low budget i phoneREAD MORE,Apple,SE,iOS
"Fast processor value for money , display is not edge to edge ,battery life same as all I phone but camera has good picture qualityREAD MORE",Apple,SE,iOS
Charger and Airpod not given with this phoneREAD MORE,Apple,SE,iOS
Colour is very nice n classy... Spending money for buying this phone is worth itREAD MORE,Apple,SE,iOS
Good ProductREAD MORE,Apple,SE,iOS
"Power adopter, headphone wasn’t available in the box. No issues with the handset. After all its an iPhone. It’s snappy without any hiccups.READ MORE",Apple,SE,iOS
Everything is excellent except for the battery..Needs daily charging on average usage and twice to thrice if heavy userREAD MORE,Apple,SE,iOS
Excellent Product and the best part is the size with the latest HardwareREAD MORE,Apple,SE,iOS
Performance 💕💕READ MORE,Apple,SE,iOS
Over all good experience with Flipkart shoppingREAD MORE,Apple,SE,iOS
Just amazing productREAD MORE,Apple,SE,iOS
Very goodREAD MORE,Apple,SE,iOS
Awesome***READ MORE,Apple,SE,iOS
Good phone.READ MORE,Apple,SE,iOS
After 1 week of useExcellent performenceCamera best Display quality amazingBattrey backup is good for normal usageREAD MORE,Apple,SE,iOS
Best deal by Flipcart. Amazing phone for my useREAD MORE,Apple,SE,iOS
Great budget phoneREAD MORE,Apple,SE,iOS
Good and excellent product good delivery best way ✌🏻👍🏻READ MORE,Apple,SE,iOS
Best phone for people who need small size phones like me.READ MORE,Apple,SE,iOS
Value for money Fabulas phone ever....READ MORE,Apple,SE,iOS
Mst phoneREAD MORE,Apple,SE,iOS
"Best value for the price. Bought for my Dad, he is happy with it.READ MORE",Apple,SE,iOS
excellentREAD MORE,Apple,SE,iOS
Device is amazing but delivery is very slowREAD MORE,Apple,SE,iOS
BestREAD MORE,Apple,SE,iOS
"This mobile (iPhone SE 2020) packing box DOES NOT contain Charger and Ear Phones in the box. It has only charging cable which you can’t connect to any other chargers. So, you have to buy a new charger if you are a first time iPhone user! I hope you are aware of iPhone new Charger and new Ear Phone price! Count it too :)READ MORE",Apple,SE,iOS
ExcellentREAD MORE,Apple,SE,iOS
AwesomeREAD MORE,Apple,SE,iOS
Good mobileREAD MORE,Apple,SE,iOS
"Except the battery backup , everything is just superb say the camera or performance .READ MORE",Apple,SE,iOS
Camera is very good but battery life is not ok as per normal use.READ MORE,Apple,SE,iOS
Nice phone but no adapterREAD MORE,Apple,SE,iOS
Value for moneyREAD MORE,Apple,SE,iOS
Phone is very good but it has only 1800 mah batteryREAD MORE,Apple,SE,iOS
"Perfect for those who are upgrading from 5, 5s or 6.Battery is bit con here not much to give, on other side gives peak performance.READ MORE",Apple,SE,iOS
Nice phone i lv seREAD MORE,Apple,SE,iOS
Camera and others things are top notch only thing i hate is battery 🔋 you have to charge it twice a dayREAD MORE,Apple,SE,iOS
superbREAD MORE,Apple,SE,iOS
I am nee to iPhone and I loved using it camera quality and video quality looks brilliant .Best phone under this categoryREAD MORE,Apple,SE,iOS
Superb phone..READ MORE,Apple,SE,iOS
Product is goodREAD MORE,Apple,SE,iOS
Fantastic mobile..value for moneyREAD MORE,Apple,SE,iOS
GreatREAD MORE,Apple,SE,iOS
Awesome Mobile & Value for MoneyREAD MORE,Apple,SE,iOS
Its Original Apple ProductREAD MORE,Apple,SE,iOS
ExcellentREAD MORE,Apple,SE,iOS
ExcellentREAD MORE,Apple,SE,iOS
This phone is really goodI shifted from android to apple recently and not going to lie it was a little bit hard to get adjusted but once u do it’s like the iOS is doing the work for u The small screen is very compact and can navigate using ur thumb itself Camera I need not say anything it’s op The phone is really fast and user friendly It’s a must buyA good product from apple at such a low priceREAD MORE,Apple,SE,iOS
Nice mobileREAD MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
Awesome ❤️READ MORE,Apple,SE,iOS
Excellent.READ MORE,Apple,SE,iOS
Best concept mobile with best camera... but it’s display is too small bcz of the big bezelsREAD MORE,Apple,SE,iOS
Always good battery pick is weekREAD MORE,Apple,SE,iOS
Screen is quite smallerREAD MORE,Apple,SE,iOS
This product is amazingREAD MORE,Apple,SE,iOS
Fabbbb looking phone my first iPhone Thank you Flipkart!!READ MORE,Apple,SE,iOS
Value for moneyREAD MORE,Apple,SE,iOS
Really value for moneyREAD MORE,Apple,SE,iOS
Superb just buy it.READ MORE,Apple,SE,iOS
Not worth the moneyREAD MORE,Apple,SE,iOS
One of the best Apple devices ever and best part is it’s Made in India🇮🇳READ MORE,Apple,SE,iOS
Great performance phone but the only downside is batteryREAD MORE,Apple,SE,iOS
If you are a work oriented person and you desperately want to enter iPhone family this is more than what you will expect. Apart from screen size and battery its 5/5. Screen size will workout only for people who need compact phones and battery designed only for less screen time usersREAD MORE,Apple,SE,iOS
Excellent iphone at this price point.READ MORE,Apple,SE,iOS
Awesome Phone...Received without any problems.READ MORE,Apple,SE,iOS
The best phone in normal usersREAD MORE,Apple,SE,iOS
Perfect for normal usageREAD MORE,Apple,SE,iOS
One of the best smartphones released by Apple but the provision of battery is very much lowREAD MORE,Apple,SE,iOS
AmazingREAD MORE,Apple,SE,iOS
I loved it❤️READ MORE,Apple,SE,iOS
goodREAD MORE,Apple,SE,iOS
powerful small phone! there are small bugs with the software I have experienced but very rare. Overall it is a good phone. :)READ MORE,Apple,SE,iOS
Simply superb.READ MORE,Apple,SE,iOS
Best performance.. sleek design.. easy to hold in a hand.. awesome camera qualityREAD MORE,Apple,SE,iOS
Very good product. Value for money.READ MORE,Apple,SE,iOS
"Under 28k it was a beast phone but battery very poor last only half day if you buy 20w fast charger then it was not a big deal 0 to 80 30min Aggressive camera and processor enjoy every game on full setting this is only for casual gamers , if you want gaming go to iPhone 11 or ipad 8th genREAD MORE",Apple,SE,iOS
best for buck.READ MORE,Apple,SE,iOS
ExcellentREAD MORE,Apple,SE,iOS
Must buyREAD MORE,Apple,SE,iOS
Smooth and handy.READ MORE,Apple,SE,iOS
Good product 👍READ MORE,Apple,SE,iOS
I am very happy to purchase tht product And thank you flipkart🥰🥰READ MORE,Apple,SE,iOS
Its really amazingREAD MORE,Apple,SE,iOS
Amaze 👌READ MORE,Apple,SE,iOS
overall good except battries .READ MORE,Apple,SE,iOS
"Using since 1 month, old user of 5s. I'm very light user, couple of calls, 1hr WhatsApp,  20mins video, 15mins browsing . That's all, battery gone. Everyday need to charge. My old 5s is still has better back up. Everything else is like 📱READ MORE",Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
SuperbREAD MORE,Apple,SE,iOS
"Very good phone for its price. Yes, the battery is not the best but it’s not a deal breaker. Very satisfied.READ MORE",Apple,SE,iOS
No defects in product. Good delivery.READ MORE,Apple,SE,iOS
"Beside battery backup , everything is fineREAD MORE",Apple,SE,iOS
Good Thank u flipkartREAD MORE,Apple,SE,iOS
display size is not as per the latest demand. Battery backup is very poor.READ MORE,Apple,SE,iOS
Very fast delivery serviceREAD MORE,Apple,SE,iOS
I wanted a small screen phone bcz I have an IPad for streaming. I’m quite satisfied but I think battery capacity could have been little increased; 1800mAh is way too low.READ MORE,Apple,SE,iOS
I love big billion sale i got it at very low costREAD MORE,Apple,SE,iOS
"Product & packaging was good, but the delivery was very pathetic, even after choosing specific time & date, the product was delivered nearly after 35 hours the given time, when I contacted the customer care, they didn’t know about anything & keep on lying, that I should wait. Also when I register a complaint against them, they don’t bother to talk to me regarding that & closed my complaint, so In my opinion if you want to buy anything from Flipcart, don’t expect the product to be delivered on...READ MORE",Apple,SE,iOS
AwesomeREAD MORE,Apple,SE,iOS
I was planning to own an apple I phone for past few months but during that time duration I see diwali sale and got this phone...READ MORE,Apple,SE,iOS
"Disappointed as there is no charger and earphones..i was not identified this before place order otherwise i wouldhv not bght,,READ MORE",Apple,SE,iOS
fabulous 💖READ MORE,Apple,SE,iOS
Worth every penny! Bought during Republic Day sale. Must have item!READ MORE,Apple,SE,iOS
Good product and iam satisfied on your delivery 🤩READ MORE,Apple,SE,iOS
AmazingREAD MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
It’s very good mobile thanks apple and Flipkart 👌👌👌👌👌READ MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
Best 👍🏻READ MORE,Apple,SE,iOS
Battery so bedREAD MORE,Apple,SE,iOS
Overall goodREAD MORE,Apple,SE,iOS
Good budget phone. Battery sucks thoREAD MORE,Apple,SE,iOS
Value for moneyREAD MORE,Apple,SE,iOS
Nice Photo QualityREAD MORE,Apple,SE,iOS
"Display and battery not good, everything else is very good.READ MORE",Apple,SE,iOS
Great phone only if u r an iPhone loverGood camera Poor battery back upREAD MORE,Apple,SE,iOS
"Great phone for day to day usage with power packed A13 bionic chipset, ensures 4 more years of software updates.READ MORE",Apple,SE,iOS
Best phone and thanks to flipkart :)READ MORE,Apple,SE,iOS
ExcellentREAD MORE,Apple,SE,iOS
This is my third product of i phone but lil upset once o received the latest one that doesn't include ear phones and charger adapterInteresting Point as Apple saying that they remove adapter and charger for environment safety but fact new i phone included with Type C Charger and we need to buy adapter again (not compatible to old Adapters ) no point of environmental safetyFlipcart : selling two type of phone one with charger and another with without charger with the same fair We cant unde...READ MORE,Apple,SE,iOS
Battery life is slightly low For 31000 it's good dealREAD MORE,Apple,SE,iOS
Awesome loved it mostREAD MORE,Apple,SE,iOS
Purchased it for 26KGood iphone in low budget.READ MORE,Apple,SE,iOS
OsmREAD MORE,Apple,SE,iOS
Awesome no word bestREAD MORE,Apple,SE,iOS
Product is just OKREAD MORE,Apple,SE,iOS
Apple!READ MORE,Apple,SE,iOS
If you are not worried about battery then you can go for this phone blindly. Though it is small in size it works like a beast.READ MORE,Apple,SE,iOS
OkREAD MORE,Apple,SE,iOS
Its a nice one..portrait mode is superb!!READ MORE,Apple,SE,iOS
Its internal tower is very weak.....suffering huge call drop. Surfing experience with mobile data is very very poor.READ MORE,Apple,SE,iOS
Nice phone with all features. I loved the way it performsREAD MORE,Apple,SE,iOS
"Good phone ,fast delivery , ATTENTION doesn't come with ADAPTER for chargerREAD MORE",Apple,SE,iOS
Very small phone when compared to Android ones. Price is very high. Difficult to use. Quality is not as per my satisfaction.READ MORE,Apple,SE,iOS
Very nice product but charger is not givenREAD MORE,Apple,SE,iOS
Genuine productREAD MORE,Apple,SE,iOS
Op. Phone bolteREAD MORE,Apple,SE,iOS
Good productREAD MORE,Apple,SE,iOS
Good phone I love itREAD MORE,Apple,SE,iOS
"Performance, camera and processor speed will be excellent.Battery mah and display size can be improved.Other than that it’s an excellent iPhone.READ MORE",Apple,SE,iOS
Nice product Little MasterREAD MORE,Apple,SE,iOS
Charger n ear phone missingREAD MORE,Apple,SE,iOS
"While purchase they have shown accessories along with i phone, but later they have made changes in Flipkart display n offers, #feel cheated.READ MORE",Apple,SE,iOS
Best phone with a great processorREAD MORE,Apple,SE,iOS
Everything is good but the battery life is not satisfiedREAD MORE,Apple,SE,iOS
Thanks 👍👍READ MORE,Apple,SE,iOS
Good decision to buy a mobile.READ MORE,Apple,SE,iOS
"It is very handy for people who like smaller size iPhones and it has all good features except face ID, but it had good speed than previous models. If you want to experience a handy and comfortable iPhone to hold, you can go for it..READ MORE",Apple,SE,iOS
SuperbREAD MORE,Apple,SE,iOS
This is a really great iphone if you can't stretch  your budget it's camera is awesome it's display is great. Small but not sooo small that you will much problem.overall great phone. Thinking never to go now for android again.performance is op bcz of a 13 bionic and all other features are just fantastic.Buy itREAD MORE,Apple,SE,iOS
Excellent phone ! I wanted a small phone and this is just perfect! I don’t face any problems at all!READ MORE,Apple,SE,iOS
"Have been using iPhone series since 2y but this model  Will give better than all series like 7,8. Able to charge 100% with in 30mins. Easy to carry and fit it hand perfectly overall good nice have itREAD MORE",Apple,SE,iOS
"Value for money ,handy and much comfortable then other I phoneREAD MORE",Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
Doesn’t perform as good as a a IPhone should . Touch sensors are not good . Sometimes you are not able to choose a particular message or an email while searching . Also battery performance is disheartening.READ MORE,Apple,SE,iOS
Overall product (SE 2nd gen) is good and performance is much better than its predecessor. Battery life is only 4-5 hours when playing games continuously.READ MORE,Apple,SE,iOS
Wrost phone ever seen on this planet.READ MORE,Apple,SE,iOS
Totally Unworthy for the money paidREAD MORE,Apple,SE,iOS
this iphone se is without power adpter and earphone. you have to purchaseREAD MORE,Apple,SE,iOS
Super phone but batteryREAD MORE,Apple,SE,iOS
"Phone is handy and light weighed, camera is good. Though they could have given more on battery front. Overall happy user.READ MORE",Apple,SE,iOS
Over heatingREAD MORE,Apple,SE,iOS
Flagship performance and quality. But the only concern is battery backup. It's draining very fast. I use 18W fast charger for charging it and it takes almost 1hr 30mins to full charge.Battery lasts about 5hours max.READ MORE,Apple,SE,iOS
Very Good MobileREAD MORE,Apple,SE,iOS
Got it without charger and headphonesREAD MORE,Apple,SE,iOS
Nice phoneREAD MORE,Apple,SE,iOS
This one is best option instead of I phone 11READ MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
God oneREAD MORE,Apple,SE,iOS
Excellent product.!!READ MORE,Apple,SE,iOS
Excellent  product however don't expect much in terms of battery life 😅😅  If u are a moderate user it will easily last u a day provided u don't play any gamesREAD MORE,Apple,SE,iOS
Budget Friendly. Worth purchasing.READ MORE,Apple,SE,iOS
"good battery  full day,READ MORE",Apple,SE,iOS
Small is screen size. Better to go for bigger screen size probably XR or 11.READ MORE,Apple,SE,iOS
Oho goodREAD MORE,Apple,SE,iOS
Well for my day to day use the phone is great.The phone cannot be used for prolonged durations for gaming and other battery intensive apps.It's a good phone for someone who just uses the basis functions. Even though the processor will support high end games like call of duty but one will not enjoy the game due to the 4.7 inch screenREAD MORE,Apple,SE,iOS
Battery performance is lessREAD MORE,Apple,SE,iOS
Nyc I phone seREAD MORE,Apple,SE,iOS
Especially for those who prefer a small screen size.READ MORE,Apple,SE,iOS
Everything is good expect my battery health has decreased to 96% in 10 daysREAD MORE,Apple,SE,iOS
Awesome phoneREAD MORE,Apple,SE,iOS
iPhone lover but don't want to spend more.. I think this is a perfect phone to go for.READ MORE,Apple,SE,iOS
AwesomeREAD MORE,Apple,SE,iOS
Great productREAD MORE,Apple,SE,iOS
Except the unexpected class phone in budgetREAD MORE,Apple,SE,iOS
Battery backup and health is very badI haven't used it for any hard task but within 3 months i lost 5 % battery healthREAD MORE,Apple,SE,iOS
Very goodREAD MORE,Apple,SE,iOS
Best and affordable phoneREAD MORE,Apple,SE,iOS
Thanks Flipkart..READ MORE,Apple,SE,iOS
Epic!READ MORE,Apple,SE,iOS
Worth for money .  Battery life is not good. I think Apple should work on battery. Over all phone is goodREAD MORE,Apple,SE,iOS
"I read many reviews about this phone and in almost all reviews I found people not liking the battery of this phone. After 15 days use I noticed that if I keep my phone in battery saving mode all day ( it doesn’t affect performance of phone much) battery easily last for more than 24 Hrs. I keep my Bluetooth headphone connected all days , I use WhatsApp , Telegtam whole day. Take 4-5 pics, make about 20-30 calls and other regular use. Yes, I do not watch videos and listen to music. I think no o...READ MORE",Apple,SE,iOS
niceREAD MORE,Apple,SE,iOS
ExcellentREAD MORE,Apple,SE,iOS
Excellent!!READ MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
Absolutely branded iPhone se greatREAD MORE,Apple,SE,iOS
"Firstly mobile is awesome and the performance of the this little guy is very high. And let me clear one thing it's not small in size as per me, it's perfect t in size now a days we are addicted to larger screens . But it's nice and compactREAD MORE",Apple,SE,iOS
they took a lifetime to deliver but the phone is a masterpiece.READ MORE,Apple,SE,iOS
Nice product I have switched to iPhone it worthy penny      I got for 27k 64gbREAD MORE,Apple,SE,iOS
SprbREAD MORE,Apple,SE,iOS
"Too good performance.Battery backup is not good, charge twice a day.If you are using 6inch display phone earlier, it will be difficult to adjust with this mini screen, suggest go with bigger displayREAD MORE",Apple,SE,iOS
"Good,READ MORE",Apple,SE,iOS
Better order the variant including charger and earpodsREAD MORE,Apple,SE,iOS
Best budget iphone battery back up is descent gives upto 15 hrs back up nice budget phoneREAD MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
goodREAD MORE,Apple,SE,iOS
It’s amazing phoneREAD MORE,Apple,SE,iOS
Some time touch is not working on corner side little disappointed but overall great product thanksREAD MORE,Apple,SE,iOS
Best budget iPhone Apple released. Prior to this I was using the first gen SE and was equally impressed. I prefer small screen phone so this works for me with the latest chipsetREAD MORE,Apple,SE,iOS
Happy with the product... small but powerful.. does everything you need... battery performance could be better but still okay...go for it if you want small beast..READ MORE,Apple,SE,iOS
Charger not givenREAD MORE,Apple,SE,iOS
This pocket size powerhouse can get all your work done in a flash. Apple has done an outstanding job in terms of price to performanceA recommended device for someone who wants to switch from android without denting their bank accountREAD MORE,Apple,SE,iOS
Have expected more from thisREAD MORE,Apple,SE,iOS
This phone is just fantastic. This is my first iphone and I am really happy with this product. Delivery by flipkart was super fast I received the product a day before the mentioned date.Don't stress more just go for it.READ MORE,Apple,SE,iOS
I whose goodREAD MORE,Apple,SE,iOS
Nice phone.. recommendedREAD MORE,Apple,SE,iOS
"Before purchasing please read the inbox description in general what includes in the box. My variant was with cable and documents , no adapter and earpods.READ MORE",Apple,SE,iOS
It’s a best in Class in this price rangeI liked Camera & Day to day performance of the phoneBut yes Battery is bad side of this phoneIf you can Ignore Battery It is best in Class in every segment 👌READ MORE,Apple,SE,iOS
Good Model with Finger print sensor. It is similar like Iphone 7READ MORE,Apple,SE,iOS
DONT BUY.  THIS IS MY SECOND IPHONE.  no option to make Video Calls between  two 4g phones.  No call recording.  Very rarely connects Hotspot.  Bluetooth device disconnects frequently.  nowadays cheap chinese phones are having all these facilities.  BASIC functions are not working.READ MORE,Apple,SE,iOS
Overall it is amazing phone. Need improvement in Little bit in camera and much more than in battery.READ MORE,Apple,SE,iOS
Battery back up very poor &  erpods adapter not in the boxREAD MORE,Apple,SE,iOS
Worst product.. Not worth buying this.READ MORE,Apple,SE,iOS
Firstly i will disappoints you in many ways and after getting used to it nothing is better than this chottuREAD MORE,Apple,SE,iOS
Not satisfied with product..READ MORE,Apple,SE,iOS
"Best phone to start with,if your switching to iOS for first timeREAD MORE",Apple,SE,iOS
Awesome nd the quality of camera is also good nd it's a handy phone love u Apple.READ MORE,Apple,SE,iOS
"GREAT PRIZE AT 24,249/- ONLYREAD MORE",Apple,SE,iOS
Osm phoneREAD MORE,Apple,SE,iOS
very  goodREAD MORE,Apple,SE,iOS
Main problem with the battery overall perfectREAD MORE,Apple,SE,iOS
"Being a iphone lover, i always wanted to use the older versions of iphone. I bought iphone 6,7,8plus previously and then switched to androids but after using oneplus and oppo phones, i again choose apple😆 so i m happy with this phone bcoz of the perfect size which is very handy and its performance. If you dnt want to spend much and want to use iphone as well then go for it.READ MORE",Apple,SE,iOS
AmezingREAD MORE,Apple,SE,iOS
Awesome mobile I am 1st time switching android to iPhoneREAD MORE,Apple,SE,iOS
Great value for moneySuperb camera outputBest for Apple entry level.READ MORE,Apple,SE,iOS
There is no charger nothing in thisREAD MORE,Apple,SE,iOS
Not bestREAD MORE,Apple,SE,iOS
Overall awesome performanceREAD MORE,Apple,SE,iOS
Iphone se is amezingREAD MORE,Apple,SE,iOS
Awsome deal.. Thanx a lot flipkartZzREAD MORE,Apple,SE,iOS
"Good, but expected a bit more battery durationREAD MORE",Apple,SE,iOS
Excellent productREAD MORE,Apple,SE,iOS
Best choice of my lifeREAD MORE,Apple,SE,iOS
Screen scratchedREAD MORE,Apple,SE,iOS
The best product and serviceREAD MORE,Apple,SE,iOS
"This is my First iPhone, It was super but I didn't get adapter & air podesREAD MORE",Apple,SE,iOS
Superb very good item camera quality awesome battery life good if you are iPhone lover then you don't have much money to take 12or 12pro then this is the best item for you 👍👍👍READ MORE,Apple,SE,iOS
"Battery back up is very poor ,for gaming  it was useless phone camera quality is ok but not satisfied.           All iPhone models this phone failure modelREAD MORE",Apple,SE,iOS
"Good one.But not user friendly,i could not transfer contacts from Android to iphoneREAD MORE",Apple,SE,iOS
Awesome 👍😊 foneREAD MORE,Apple,SE,iOS
AwesomeREAD MORE,Apple,SE,iOS
"the right look is also, there is no hang better this phone is all side now it's   camera it's better yerrREAD MORE",Apple,SE,iOS
It is really a Very good phone and performance is awesome....READ MORE,Apple,SE,iOS
Nice phone.READ MORE,Apple,SE,iOS
Product as described. only drawback is no charging cable or adaptor which we have buy separately..READ MORE,Apple,SE,iOS
Good phone..go for it. At offer price it’s really worth.READ MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
Excellent phoneREAD MORE,Apple,SE,iOS
No charger and earpods!READ MORE,Apple,SE,iOS
greatREAD MORE,Apple,SE,iOS
Everything is awesome but battery life is very poorREAD MORE,Apple,SE,iOS
Go fir it without thinking ....READ MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
"Except battery everything is awesome. Camera quality is super , video quality 4K 60fps awesome lit really ulti really love this phone but battery is lil low and screen size is small .READ MORE",Apple,SE,iOS
I've one more iphone se with 93% battery health which lasts more than this new one. .READ MORE,Apple,SE,iOS
VALU FOR MONEYREAD MORE,Apple,SE,iOS
FavouriteREAD MORE,Apple,SE,iOS
No commentsREAD MORE,Apple,SE,iOS
Owsm productREAD MORE,Apple,SE,iOS
Hi...This is my first IPhone and I am loving it. In this budget it is a good phone. Le lo...READ MORE,Apple,SE,iOS
Wonderful product I received thanks to filpakrt and thanks to Iphone 🙏🙏🙏READ MORE,Apple,SE,iOS
Lvly Phone 😍READ MORE,Apple,SE,iOS
Worst battery lifeREAD MORE,Apple,SE,iOS
please dont buy this product from flipkart.Absolutely shittREAD MORE,Apple,SE,iOS
Bugget  smart phoneREAD MORE,Apple,SE,iOS
"Nyc phone, box should have included earphone atleastREAD MORE",Apple,SE,iOS
Nothing is better than this SEREAD MORE,Apple,SE,iOS
"Last year I used Google pixel 2 . Iphone se camera cannot beat pixels image quality.i expect more from this and it disappointed me.now I realized actually I was downgrade from my last year phone Average battery,camera,display .if you want sharp photos go for Google pixel 4aREAD MORE",Apple,SE,iOS
Good product in good condition received writing a review after 3 months but having heating problemREAD MORE,Apple,SE,iOS
Nice phone..worth the money.great 📷 camera. Absolutely 🤗 love it.READ MORE,Apple,SE,iOS
It's apple budget iPhone you can at a reasonable price during sale. You can get it anywhere else at this priceREAD MORE,Apple,SE,iOS
Charging point issue. Phone is not getting charged so I had to go service centre. Disapointed.READ MORE,Apple,SE,iOS
Battery is worstAverage functions working.Delivery service is pathetic & unprofessional.Ekart service is bad.Phone is fine. Don't expect too much.READ MORE,Apple,SE,iOS
best productREAD MORE,Apple,SE,iOS
ThanksREAD MORE,Apple,SE,iOS
Nice phone Value for moneyREAD MORE,Apple,SE,iOS
Good oneREAD MORE,Apple,SE,iOS
Product is good however facing some the problem with charger and replaced within 10 days from service centerREAD MORE,Apple,SE,iOS
Charger and earpods are not included. They were only available in boxes packed before 30th April 2020. Kindly correct the description. Otherwise great service by sellerREAD MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
I buyed it in Dasara sale at 24999/- as per I spend I bought a very very nice phone.Below 28000 it is a best compatible phone.READ MORE,Apple,SE,iOS
"In a nutshell the product look, build, software is awesome BUT BATTERY IS NOT UPTO THE MARK.READ MORE",Apple,SE,iOS
Osm productREAD MORE,Apple,SE,iOS
Amazing Budget Phone from AppleREAD MORE,Apple,SE,iOS
"Good phone, awesome performance, best cheapest apple phone Batter backup is very lessGaming around 3 hours of cod would drain the batteryCompact phoneREAD MORE",Apple,SE,iOS
niceREAD MORE,Apple,SE,iOS
My lightning concert not receiverdREAD MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
Very nice smooth finish ... long wait really love the phone 🥰READ MORE,Apple,SE,iOS
"I am just waste my money, please don't buy..READ MORE",Apple,SE,iOS
"•	GOOD EXPERIENCE WITH APPLE.•	DISAPPOINTED —-YOU CAN’T BE MOVE YOUR DATA ANDROID TO IPHONE , MOVE TO IOS APP NOT WORKING IN   YOU CAN’T BE CHARGE YOUR PHONE TO POWER BANK THROUGH TYPE C •	BATTERY CAPACITY IS LITTLE POOR. BECAUSE OF POOR BATTERY NOW I AM ONLY USING MOBILE FOR 4 HOURS A DAY. •	THIS PHONE CAN PLAY ANY GAME IN THE STORE. THE ONLY PROBLEM IS YOU CAN’T PLAY FOR LONG WITHOUT DRAINING YOUR BATTERY•	.•	THE IPHONE SE 2020 'DECENT BUT NOT BEST.•	PERFORMANCE: A GOOD CAMERA,   •	...READ MORE",Apple,SE,iOS
HateREAD MORE,Apple,SE,iOS
Nice ...READ MORE,Apple,SE,iOS
As always compact and handyGiving amazing experience...Battery capacity is little poor...It's worth on buying in this budget....READ MORE,Apple,SE,iOS
Super product but battery little bit drawbackREAD MORE,Apple,SE,iOS
Well delivered. Its originalREAD MORE,Apple,SE,iOS
nice phone iphoneREAD MORE,Apple,SE,iOS
ThanksREAD MORE,Apple,SE,iOS
Super phoneREAD MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
